hospital_id,Hospital_address,city,contact_number,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,,,,,,cardiologist
HSID00129528,"123 Main St, Anytown USA",Houston,555-555-8888,PHY06577,cardiologist,Cigna,PID5122,,,,,,
HSID00129529,"7890 Birch St, Houston, TX 77001",Miami,555-555-5559,PHY06578,neurologist,Bluecross,PID5142,,,,,,
HSID00129530,"789 Oak St, Newtown, USA",New York,555-555-5555,PHY06579,neurologist,Bluecross,PID5142,,,,,,
HSID00129531,"9012 Pine St, Chicago, IL 60601",Anytown,555-555-8888,PHY06580,uralogist,Cigna,PID5122,,,,,,
HSID00129532,"4567 Oak Ave, San Francisco, CA 94110",Anytown USA,555-555-5555,PHY06581,endocrinologist,Medicare,PID5132,,,,,,
HSID00129533,"3456 Pine St, Anytown, USA",Los Angeles,555-555-5559,PHY06582,uralogist,Cigna,PID5122,,,,,,
HSID00129534,"789 Pine St, Seattle WA 98101",Seattle,555-555-5555,PHY06583,cardiologist,Medicare,PID5132,,,,,,
HSID00129535,"321 Pine St, Otherville USA",New York,555-3456-7890,PHY06584,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129536,"1234 Main St, Anytown, USA",Los Angeles,555-987-6543,PHY06585,cardiologist,Cigna,PID5122,,,,,,
HSID00129537,"222 Pine St, Anytown, USA",Chicago,555-555-5555,PHY06586,endocrinologist,BlueCross BlueShield,PID5142,,,,,,
HSID00129538,"456 Elm St, Othertown, USA",Anytown USA,555-555-5559,PHY06587,cardiologist,Bluecross,PID5142,,,,,,
HSID00129539,"456 Pine St, Los Angeles, CA 90001, USA",Newtown USA,555-555-5557,PHY06588,oncologist,Aetna,PID5112,,,,,,
HSID00129540,"4567 Oak Ave, Los Angeles, CA 90012",San Francisco,555-555-5555,PHY06589,neurologist,Medicare,PID5132,,,,,,
HSID00129541,"1234 Oak St, Los Angeles, CA 90001",Houston,(213) 555-9876,PHY06590,uralogist,Medicare,PID5132,,,,,,
HSID00129542,"567 Maple St, Newtown2, USA",Los Angeles,303-555-6789,PHY06591,endocrinologist,Aetna,PID5112,,,,,,
HSID00129543,"1234 Elm St, Los Angeles, CA 90001",Los Angeles,555-222-3333,PHY06592,neurologist,Aetna,PID5112,,,,,,
HSID00129544,"321 Elm St, San Francisco CA 94109",Los Angeles,555-9876-5432,PHY06593,cardiologist,Bluecross,PID5142,,,,,,
HSID00129545,"246 Birch St, Houston, TX 77002, USA",San Francisco,555-555-1234,PHY06594,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00129546,"789 Oak St, Chicago, IL 60601",Seattle,555-1234-5678,PHY06595,oncologist,Cigna,PID5122,,,,,,
HSID00129547,"135 Elm St, Boston, MA 02115",Houston,555-555-6666,PHY06596,neurologist,Medicare,PID5132,,,,,,
HSID00129548,"789 Oak St, Newtown, USA",Anytown,555-1234567,PHY06597,neurologist,Cigna,PID5122,,,,,,
HSID00129549,"1234 Main St, Anytown, USA",San Francisco,206-555-7890,PHY06598,oncologist,Cigna,PID5122,,,,,,
HSID00129550,"7890 Pine St, New York NY 10001",Anytown,555-555-5557,PHY06599,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00129551,"789 Oak St, Anytown, USA",Seattle,555-555-8888,PHY06600,uralogist,Medicare,PID5132,,,,,,
HSID00129552,"456 Elm St, Los Angeles, CA 90001",Anytown,555-222-3333,PHY06601,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129553,"789 Pine St, Seattle WA 98101",Chicago,555-987-6543,PHY06602,neurologist,Bluecross,PID5142,,,,,,
HSID00129554,"3210 Cedar St, Houston, TX 77001",Miami,555-555-5557,PHY06603,oncologist,Aetna,PID5112,,,,,,
HSID00129555,"456 Pine St, New York, NY 10012",Fourtown,555-567-8901,PHY06604,endocrinologist,Cigna,PID5122,,,,,,
HSID00129556,"9876 Maple Rd, Seattle, WA 98101",Anytown USA,555-555-5558,PHY06605,uralogist,Bluecross,PID5142,,,,,,
HSID00129557,"1234 Elm St, Atlanta, GA 30303",Chicago,555-555-5555,PHY06606,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00129558,"3210 Pine St, Boston, MA 02108",Houston,555-6789-0123,PHY06607,neurologist,Aetna,PID5112,,,,,,
HSID00129559,"222 Pine St, Anytown, USA",Otherville USA,555-555-5559,PHY06608,endocrinologist,Medicare,PID5132,,,,,,
HSID00129560,"1234 Oak St, Chicago IL 60601",Otherville USA,555-555-5559,PHY06609,oncologist,Cigna,PID5122,,,,,,
HSID00129561,"135 Elm St, Miami, FL 33101, USA",Miami,(786) 555-7654,PHY06610,uralogist,Cigna,PID5122,,,,,,
HSID00129562,"3210 Pine St, Anytown, USA",Seattle,555-555-5559,PHY06611,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129563,"5678 Oak St, New York, NY 10001",Anytown,555-555-5555,PHY06612,oncologist,Aetna,PID5112,,,,,,
HSID00129564,"246 Birch St, Houston, TX 77002, USA",Anytown USA,555-1234-5678,PHY06613,uralogist,Cigna,PID5122,,,,,,
HSID00129565,"5678 Oak Ave, New York, NY 10001",Houston,555-555-5558,PHY06614,uralogist,Bluecross,PID5142,,,,,,
HSID00129566,"3210 Cedar St, Houston, TX 77006",Miami,555-555-5555,PHY06615,neurologist,Medicare,PID5132,,,,,,
HSID00129567,"789 Oak St, Los Angeles, CA 90013",Anytown,555-555-5555,PHY06616,cardiologist,Cigna,PID5122,,,,,,
HSID00129568,"101 Maple St, Anytown, USA",Seattle,555-555-6666,PHY06617,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00129569,"5678 Pine St, New York, NY 10001",Otherville USA,555-555-5555,PHY06618,neurologist,Bluecross,PID5142,,,,,,
HSID00129570,"246 Birch St, Houston, TX 77002, USA",Miami,555-555-5557,PHY06619,cardiologist,Bluecross,PID5142,,,,,,
HSID00129571,"789 Elm St, Newtown USA",Miami,555-555-5557,PHY06620,uralogist,Bluecross,PID5142,,,,,,
HSID00129572,"1234 Elm St, Los Angeles, CA 90001",Anytown,555-555-5555,PHY06621,endocrinologist,Cigna,PID5122,,,,,,
HSID00129573,"567 Maple St, Newtown2, USA",Los Angeles,303-555-6789,PHY06622,uralogist,Medicare,PID5132,,,,,,
HSID00129574,"246 Walnut St, Chicago, IL 60601",Seattle,555-555-5555,PHY06623,oncologist,Bluecross,PID5142,,,,,,
HSID00129575,"9012 Pine St, New York, NY 10001",Los Angeles,555-1234-5678,PHY06624,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129576,"3210 Pine St, Boston, MA 02108",Othertown,555-555-5559,PHY06625,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00129577,"456 Pine St, Los Angeles, CA 90001, USA",Los Angeles,555-123-4567,PHY06626,endocrinologist,Cigna,PID5122,,,,,,
HSID00129578,"3456 Elm St, Miami, FL 33101",Anytown,555-345-6789,PHY06627,cardiologist,Cigna,PID5122,,,,,,
HSID00129579,"3210 Pine St, Seattle, WA 98101",Seattle,555-555-5555,PHY06628,uralogist,Medicare,PID5132,,,,,,
HSID00129580,"456 Pine St, Los Angeles, CA 90001, USA",Threetown,555-555-5558,PHY06629,cardiologist,Medicare,PID5132,,,,,,
HSID00129581,"3456 Oak St, Threetown, USA",Los Angeles,555-555-5556,PHY06630,endocrinologist,Medicare,PID5132,,,,,,
HSID00129582,"5678 Elm St, Denver, CO 80202",Othertown,555-555-5556,PHY06631,endocrinologist,Cigna,PID5122,,,,,,
HSID00129583,"9876 Elm St, Miami, FL",Houston,555-555-5557,PHY06632,oncologist,Cigna,PID5122,,,,,,
HSID00129584,"5678 Maple Ave, Anytown, USA",Seattle,555-555-5555,PHY06633,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00129585,"1234 Maple St, Los Angeles, CA 90001",San Francisco,555-123-4567,PHY06634,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129586,"101 Maple St, Anytown, USA",Anytown,206-555-7890,PHY06635,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129587,"5678 Oak Ave, Miami, FL 33109",Miami,555-567-8901,PHY06636,uralogist,Aetna,PID5112,,,,,,
HSID00129588,"123 Main St, Anytown, USA",Los Angeles,555-1111-2222,PHY06637,cardiologist,Cigna,PID5122,,,,,,
HSID00129589,"9012 Oak St, Anytown, USA",Seattle,(646) 555-3456,PHY06638,neurologist,Bluecross,PID5142,,,,,,
HSID00129590,"456 Pine St, Los Angeles, CA 90001, USA",Anytown USA,555-1234-5678,PHY06639,cardiologist,Medicare,PID5132,,,,,,
HSID00129591,"101 Maple St, Anytown, USA",New York,555-6789-0123,PHY06640,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129592,"789 Oak St, Los Angeles, CA 90013",Los Angeles,555-987-6543,PHY06641,cardiologist,Medicare,PID5132,,,,,,
HSID00129593,"222 Pine St, Anytown, USA",Miami,(312) 555-1234,PHY06642,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00129594,"7890 Pine St, New York, NY 10001",Boston,555-555-5559,PHY06643,uralogist,Aetna,PID5112,,,,,,
HSID00129595,"1234 Elm St, Los Angeles, CA 90001",Anytown,555-555-6666,PHY06644,uralogist,Cigna,PID5122,,,,,,
HSID00129596,"456 Elm St, Los Angeles, CA 90001",Houston,555-555-5555,PHY06645,endocrinologist,BlueCross BlueShield,PID5142,,,,,,
HSID00129597,"1234 Oak Ave, San Diego CA 92109",Atlanta,555-345-6789,PHY06646,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00129598,"789 Oak St, Newtown, USA",Los Angeles,555-9876-5432,PHY06647,uralogist,Cigna,PID5122,,,,,,
HSID00129599,"789 Oak St, Chicago, IL 60601",Fourtown,555-1234-5678,PHY06648,uralogist,Cigna,PID5122,,,,,,
HSID00129600,"3210 Cedar Rd, Miami, FL 33101",Los Angeles,555-555-6666,PHY06649,uralogist,BlueCross,PID5142,,,,,,
HSID00129601,"1234 Oak Ave, San Diego CA 92109",Chicago,555-555-5558,PHY06650,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00129602,"4567 Maple St, Miami, FL 33101",Anytown,555-234-5678,PHY06651,neurologist,Aetna,PID5112,,,,,,
HSID00129603,"456 Pine St, Los Angeles, CA 90001, USA",Anytown USA,305-555-4567,PHY06652,uralogist,Bluecross,PID5142,,,,,,
HSID00129604,"7890 Cedar St, Anytown, USA",Anytown,555-3456-7890,PHY06653,uralogist,Bluecross,PID5142,,,,,,
HSID00129605,"1012 Pine St, Chicago, IL 60601",Chicago,555-555-5558,PHY06654,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129606,"321 Elm St, San Francisco CA 94109",Seattle,555-234-5678,PHY06655,neurologist,Bluecross,PID5142,,,,,,
HSID00129607,"3210 Pine St, Anytown, USA",Denver,555-9876-5432,PHY06656,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129608,"3456 Oak St, Threetown, USA",Anytown,555-555-5557,PHY06657,neurologist,Cigna,PID5122,,,,,,
HSID00129609,"4567 Oak Ave, Los Angeles, CA 90012",Miami,555-222-3333,PHY06658,oncologist,Bluecross,PID5142,,,,,,
HSID00129610,"789 Pine St, Seattle WA 98101",Anytown,555-555-5555,PHY06659,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129611,"123 Main St, San Francisco, CA 94114",Boston,555-2345-6789,PHY06660,cardiologist,Bluecross,PID5142,,,,,,
HSID00129612,"1234 Oak Ave, San Diego CA 92109",Seattle,555-555-5557,PHY06661,uralogist,Bluecross,PID5142,,,,,,
HSID00129613,"3456 Maple St, Chicago, IL 60601",Othertown,555-555-5558,PHY06662,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129614,"321 Pine St, Otherville USA",New York,555-555-5558,PHY06663,uralogist,Bluecross,PID5142,,,,,,
HSID00129615,"789 Elm St, Newtown USA",Miami,555-555-5555,PHY06664,neurologist,Cigna,PID5122,,,,,,
HSID00129616,"3210 Pine St, Seattle, WA 98101",Seattle,555-555-5557,PHY06665,uralogist,Bluecross,PID5142,,,,,,
HSID00129617,"9012 Oak Rd, Anytown, USA",Newtown2,555-3456-7890,PHY06666,endocrinologist,Aetna,PID5112,,,,,,
HSID00129618,"789 Oak St, Anytown, USA",Houston,555-555-8888,PHY06667,oncologist,Bluecross,PID5142,,,,,,
HSID00129619,"1234 Main St, Anytown, USA",Boston,555-1234-5678,PHY06668,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00129620,"246 Walnut St, Chicago, IL 60601",Los Angeles,555-555-5555,PHY06669,neurologist,Cigna,PID5122,,,,,,
HSID00129621,"135 Maple St, Boston, MA 02108",Los Angeles,555-1234-5678,PHY06670,uralogist,Bluecross,PID5142,,,,,,
HSID00129622,"123 Main St, San Francisco, CA 94114",Los Angeles,555-555-5555,PHY06671,cardiologist,Cigna,PID5122,,,,,,
HSID00129623,"123 Main St, New York, NY 10001",Denver,555-555-5559,PHY06672,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00129624,"3210 Pine St, Boston, MA 02108",Los Angeles,555-555-5559,PHY06673,neurologist,Cigna,PID5122,,,,,,
HSID00129625,"5678 Maple Ave, Chicago, IL",Chicago,555-3456-2345,PHY06674,cardiologist,Bluecross,PID5142,,,,,,
HSID00129626,"1234 Elm St, Los Angeles, CA 90001",San Diego,555-555-5555,PHY06675,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129627,"1234 Elm St, Los Angeles, CA 90001",Fivetown,555-555-5556,PHY06676,oncologist,Cigna,PID5122,,,,,,
HSID00129628,"7890 Maple St, Fourtown, USA",Seattle,555-7890-1234,PHY06677,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129629,"567 Maple St, Newtown2, USA",Los Angeles,555-555-5557,PHY06678,neurologist,Aetna,PID5112,,,,,,
HSID00129630,"1234 Elm St, Los Angeles, CA 90001",Seattle,555-555-5555,PHY06679,oncologist,Bluecross,PID5142,,,,,,
HSID00129631,"5678 Elm St, Anytown, USA",Miami,555-345-6789,PHY06680,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129632,"246 Walnut St, Chicago, IL 60601",Chicago,555-555-5556,PHY06681,neurologist,Aetna,PID5112,,,,,,
HSID00129633,"1357 Elm St, Seattle WA 98101",Othertown,305-555-4567,PHY06682,neurologist,Cigna,PID5122,,,,,,
HSID00129634,"456 Oak St, Miami, FL 33101",Seattle,555-555-5559,PHY06683,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00129635,"456 Elm St, Los Angeles, CA 90001",New York,555-1111-2222,PHY06684,cardiologist,Cigna,PID5122,,,,,,
HSID00129636,"567 Maple St, Newtown2, USA",Anytown USA,555-3456-2345,PHY06685,uralogist,Aetna,PID5112,,,,,,
HSID00129637,"456 Oak St, Otherville USA",Miami,555-555-8888,PHY06686,neurologist,Bluecross,PID5142,,,,,,
HSID00129638,"3456 Pine St, Anytown, USA",Othertown,555-555-5555,PHY06687,cardiologist,Bluecross,PID5142,,,,,,
HSID00129639,"5678 Pine St, New York, NY 10001",Minneapolis,555-555-5557,PHY06688,neurologist,Cigna,PID5122,,,,,,
HSID00129640,"1234 Oak St, Chicago IL 60601",San Francisco,555-555-5555,PHY06689,uralogist,Aetna,PID5112,,,,,,
HSID00129641,"123 Main St, New York, NY 10001",Chicago,555-555-5555,PHY06690,neurologist,Aetna,PID5112,,,,,,
HSID00129642,"3210 Pine St, Anytown, USA",San Francisco,555-555-5556,PHY06691,oncologist,Aetna,PID5112,,,,,,
HSID00129643,"1234 Elm St, Los Angeles, CA 90001",Threetown,555-555-5556,PHY06692,endocrinologist,Aetna,PID5112,,,,,,
HSID00129644,"246 Birch St, Houston, TX 77002, USA",Anytown,555-555-5555,PHY06693,neurologist,Cigna,PID5122,,,,,,
HSID00129645,"123 Main St, Anytown, USA",New York,555-1234-5678,PHY06694,endocrinologist,Medicare,PID5132,,,,,,
HSID00129646,"3210 Cedar Rd, Miami, FL 33101",Anytown,555-555-5555,PHY06695,uralogist,Aetna,PID5112,,,,,,
HSID00129647,"222 Pine St, Anytown, USA",Miami,555-9876-5432,PHY06696,oncologist,Aetna,PID5112,,,,,,
HSID00129648,"4567 Cedar Ln, Anytown, USA",Los Angeles,555-555-5558,PHY06697,oncologist,Bluecross,PID5142,,,,,,
HSID00129649,"1234 Main St, Anytown, USA",Otherville USA,555-555-5559,PHY06698,oncologist,Cigna,PID5122,,,,,,
HSID00129650,"9012 Pine St, Chicago, IL 60601",Denver,555-555-7777,PHY06699,neurologist,Cigna,PID5122,,,,,,
HSID00129651,"7890 Maple St, New York, NY 10005",Anytown,555-234-5678,PHY06700,oncologist,Aetna,PID5112,,,,,,
HSID00129652,"1012 Pine St, Chicago, IL 60601",New York,(646) 555-3456,PHY06701,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129653,"7890 Birch St, Houston, TX 77001",Miami,555-345-7890,PHY06702,neurologist,Bluecross,PID5142,,,,,,
HSID00129654,"7890 Pine St, New York NY 10001",Anytown,555-555-5555,PHY06703,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129655,"456 Elm St, Los Angeles, CA 90001",New York,305-555-4567,PHY06704,neurologist,Medicare,PID5132,,,,,,
HSID00129656,"7890 Maple St, New York, NY 10005",Miami,555-555-5555,PHY06705,uralogist,Bluecross,PID5142,,,,,,
HSID00129657,"135 Elm St, Boston, MA 02115",Chicago,555-555-5555,PHY06706,cardiologist,Aetna,PID5112,,,,,,
HSID00129658,"123 Main St, Anytown USA 12345",Los Angeles,555-123-4567,PHY06707,endocrinologist,Cigna,PID5122,,,,,,
HSID00129659,"6789 Elm St, Othertown, USA",Anytown,555-987-6543,PHY06708,oncologist,Cigna,PID5122,,,,,,
HSID00129660,"1234 Elm St, Atlanta, GA 30303",Fourtown,555-555-7777,PHY06709,oncologist,Cigna,PID5122,,,,,,
HSID00129661,"123 Oak St, Chicago, IL 60601, USA",Anytown,555-555-6666,PHY06710,neurologist,BlueCross BlueShield,PID5142,,,,,,
HSID00129662,"456 Oak St, Otherville USA",Threetown,555-555-5555,PHY06711,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00129663,"7890 Maple St, Fourtown, USA",Los Angeles,555-555-8888,PHY06712,uralogist,Bluecross,PID5142,,,,,,
HSID00129664,"5678 Elm St, Denver, CO 80202",Anytown USA,555-234-5678,PHY06713,uralogist,Cigna,PID5122,,,,,,
HSID00129665,"5678 Maple Ave, Chicago, IL",Los Angeles,(832) 555-6789,PHY06714,endocrinologist,Cigna,PID5122,,,,,,
HSID00129666,"7654 Cedar Rd, Denver, CO 80206",Anytown USA,555-3456-7890,PHY06715,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129667,"789 Oak St, Chicago, IL 60601",Threetown,555-345-6789,PHY06716,uralogist,Cigna,PID5122,,,,,,
HSID00129668,"9012 Pine St, Chicago, IL 60601",New York,555-555-5556,PHY06717,endocrinologist,Aetna,PID5112,,,,,,
HSID00129669,"789 Pine St, Anytown USA 34567",Chicago,555-678-9012,PHY06718,uralogist,Medicare,PID5132,,,,,,
HSID00129670,"7890 Maple St, Fourtown, USA",New York,555-567-8901,PHY06719,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129671,"1012 Pine St, Chicago, IL 60601",Atlanta,555-987-6543,PHY06720,uralogist,Medicare,PID5132,,,,,,
HSID00129672,"7654 Cedar Rd, Denver, CO 80206",Threetown,555-555-5559,PHY06721,cardiologist,Aetna,PID5112,,,,,,
HSID00129673,"1234 Elm St, Los Angeles, CA 90001",Anytown USA,555-234-5678,PHY06722,oncologist,Medicare,PID5132,,,,,,
HSID00129674,"7654 Cedar Rd, Denver, CO 80206",Anytown,555-555-5556,PHY06723,cardiologist,Medicare,PID5132,,,,,,
HSID00129675,"1234 Main St, Anytown, USA",Boston,555-555-5555,PHY06724,oncologist,Medicare,PID5132,,,,,,
HSID00129676,"5678 Maple Ave, Chicago, IL",Los Angeles,555-987-6543,PHY06725,uralogist,Cigna,PID5122,,,,,,
HSID00129677,"789 Oak St, Chicago, IL 60601",Seattle,555-555-5555,PHY06726,uralogist,BlueCross BlueShield,PID5142,,,,,,
HSID00129678,"1234 Elm St, Minneapolis, MN 55405",Othernewtown,555-555-5559,PHY06727,endocrinologist,Cigna,PID5122,,,,,,
HSID00129679,"3210 Cedar St, Houston, TX 77006",Los Angeles,555-555-5558,PHY06728,uralogist,Medicare,PID5132,,,,,,
HSID00129680,"1234 Elm St, Anytown, USA",Houston,555-9876-5432,PHY06729,uralogist,Cigna,PID5122,,,,,,
HSID00129681,"456 Elm St, Othertown, USA",Houston,555-555-5559,PHY06730,cardiologist,Bluecross,PID5142,,,,,,
HSID00129682,"7890 Maple St, Fourtown, USA",Houston,555-234-5678,PHY06731,cardiologist,Bluecross,PID5142,,,,,,
HSID00129683,"123 Maple St, San Francisco, CA 94110",Anytown,555-1234-5678,PHY06732,cardiologist,Medicare,PID5132,,,,,,
HSID00129684,"3456 Elm St, Miami, FL 33101",Anytown USA,555-345-6789,PHY06733,neurologist,Cigna,PID5122,,,,,,
HSID00129685,"9876 Elm St, Miami, FL",Anytown,555-1234-5678,PHY06734,uralogist,Medicare,PID5132,,,,,,
HSID00129686,"1234 Elm St, Los Angeles, CA 90001",Miami,555-555-5558,PHY06735,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129687,"123 Oak St, Chicago, IL 60601, USA",Anytown USA,(786) 555-7654,PHY06736,neurologist,Bluecross,PID5142,,,,,,
HSID00129688,"789 Oak St, Newtown, USA",Anytown,555-555-5558,PHY06737,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129689,"1234 Maple St, Los Angeles, CA 90001",Seattle,555-555-5555,PHY06738,oncologist,Medicare,PID5132,,,,,,
HSID00129690,"1234 Oak St, Los Angeles, CA",Chicago,555-1234567,PHY06739,neurologist,Cigna,PID5122,,,,,,
HSID00129691,"3210 Pine St, Boston, MA 02108",Miami,555-123-4567,PHY06740,cardiologist,Cigna,PID5122,,,,,,
HSID00129692,"123 Main St, New York, NY 10001",Newtown,(213) 555-9876,PHY06741,endocrinologist,Medicare,PID5132,,,,,,
HSID00129693,"123 Main St, Anytown, USA",Los Angeles,555-555-5556,PHY06742,oncologist,Medicare,PID5132,,,,,,
HSID00129694,"6789 Elm St, Othertown, USA",Los Angeles,555-9876-5432,PHY06743,neurologist,Bluecross,PID5142,,,,,,
HSID00129695,"7890 Maple St, Fourtown, USA",Los Angeles,555-555-5558,PHY06744,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00129696,"4567 Oak Ave, San Francisco, CA 94110",New York,555-555-5555,PHY06745,uralogist,Cigna,PID5122,,,,,,
HSID00129697,"123 Main St, Anytown USA 12345",Newtown2,555-555-5558,PHY06746,uralogist,Bluecross,PID5142,,,,,,
HSID00129698,"3210 Cedar St, Houston, TX 77006",Othertown,555-3456-7890,PHY06747,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00129699,"456 Pine St, New York, NY 10012",Los Angeles,555-555-5558,PHY06748,endocrinologist,Bluecross,PID5142,,,,,,
HSID00129700,"1234 Elm St, Los Angeles, CA 90001",Anytown,555-987-6543,PHY06749,neurologist,Cigna,PID5122,,,,,,
HSID00129701,"456 Elm St, Othertown, USA",Los Angeles,555-345-6789,PHY06750,neurologist,Cigna,PID5122,,,,,,
HSID00129702,"321 Elm St, San Francisco CA 94109",New York,555-9876-5432,PHY06751,oncologist,Aetna,PID5112,,,,,,
HSID00129703,"789 Oak St, Newtown, USA",Anytown,555-555-5555,PHY06752,uralogist,Aetna,PID5112,,,,,,
HSID00129704,"1234 Main St, San Francisco, CA 94114",Anytown USA,555-555-6666,PHY06753,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00129705,"9012 Pine St, New York, NY 10001",Los Angeles,555-555-5556,PHY06754,cardiologist,Cigna,PID5122,,,,,,
HSID00129706,"1234 Maple St, Los Angeles, CA 90001",Los Angeles,555-555-5559,PHY06755,oncologist,Aetna,PID5112,,,,,,
HSID00129707,"7890 Maple St, Fourtown, USA",Threetown,555-555-5559,PHY06756,uralogist,Bluecross,PID5142,,,,,,
HSID00129708,"123 Main St, Anytown, USA",Atlanta,555-555-5555,PHY06757,uralogist,Bluecross,PID5142,,,,,,
HSID00129709,"1234 Elm St, Los Angeles, CA 90001",Seattle,555-1234-5678,PHY06758,endocrinologist,Cigna,PID5122,,,,,,
HSID00129710,"3210 Pine St, Anytown, USA",New York,555-555-5559,PHY06759,cardiologist,Bluecross,PID5142,,,,,,
HSID00129711,"1234 Main St, Anytown, USA",Anytown USA,555-987-6543,PHY06760,uralogist,Medicare,PID5132,,,,,,
HSID00129712,"789 Oak St, Los Angeles, CA 90013",Chicago,555-555-5555,PHY06761,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00129713,"1234 Main St, San Francisco, CA 94114",Los Angeles,555-555-7777,PHY06762,neurologist,Aetna,PID5112,,,,,,
HSID00129714,"3456 Pine St, Anytown, USA",Houston,555-555-5559,PHY06763,cardiologist,Cigna,PID5122,,,,,,
HSID00129715,"3456 Pine St, Anytown, USA",Los Angeles,206-555-7890,PHY06764,oncologist,Bluecross,PID5142,,,,,,
HSID00129716,"4567 Oak Ave, San Francisco, CA 94110",Minneapolis,612-555-1234,PHY06765,endocrinologist,Cigna,PID5122,,,,,,
HSID00129717,"1234 Elm St, Minneapolis, MN 55405",Newtown2,555-987-6543,PHY06766,cardiologist,Medicare,PID5132,,,,,,
HSID00129718,"1234 Elm St, Minneapolis, MN 55405",Los Angeles,612-555-1234,PHY06767,neurologist,Aetna,PID5112,,,,,,
